bedrooms,square_feet,location_index,price
2,3302,0.6428819100587077,157308
1,4144,0.694150573509831,165855
4,2059,0.5126547531450529,141855
3,2675,0.3053106766967313,122281
2,2563,0.21264437637109612,106894
1,1320,0.03318935456242622,71518
5,2501,0.3039464012407238,130404
4,1816,0.653162790531283,153476
2,3803,0.9383048184484827,191860
2,3573,0.871204482263052,182850
3,1813,0.7660647765353026,159736
3,3348,0.7884473432532987,177324
5,916,0.6649849034759953,150658
5,3233,0.260286857566003,133358
1,2167,0.9071950307058299,167389
1,1383,0.670732311905834,135903
5,1194,0.56044063098044,142984
5,1887,0.11098946921348107,104968
4,3568,0.4470555438064254,150385
3,871,0.4603582712019263,119745
1,1073,0.86456360952267,152186
3,2813,0.5466482201877885,147794
3,2143,0.38040054897040965,124470
5,1137,0.9768003285106593,184050
4,2189,0.11072059332631567,102962
2,4366,0.4225484283119446,145914
4,1406,0.04202467517140529,88262
4,965,0.7399041207669304,153640
3,2367,0.9180765521991506,180477
4,2858,0.28003732955048943,126583
1,2124,0.8583416767991209,162074
3,1528,0.29221823046189777,109501
1,3648,0.9107701616439152,182557
2,2843,0.7539619035967839,163826
3,901,0.8049067768414386,154500
2,4296,0.0180065556004545,104760
3,2215,0.962810357074026,183431
5,1578,0.7266709920703233,163447
4,1013,0.3047510953861333,110605
5,1911,0.8293946648588469,177049
2,2376,0.28152119841492995,111912
4,3248,0.872753839566128,189755
3,3435,0.11258039041193701,110608
4,3736,0.7036859774607958,177728
1,3917,0.5406984766449103,148239
4,2495,0.09653447019544081,104603
1,4334,0.24189382825883898,122529
4,1391,0.01240403627731479,85150
1,2133,0.46876796546450583,123206
2,1909,0.3012652607600004,109216
5,2939,0.5983574842977588,164225
3,3520,0.2972378077086172,129923
4,1513,0.2999191115069847,115121
5,1735,0.7431931987316034,166669
3,2751,0.04814283597835345,97324
3,1041,0.9028949951919872,165699
1,2843,0.8522638743911815,168656
2,801,0.6678046832264065,134790
2,3072,0.5932215701073843,150042
5,3648,0.8923024981396522,200710
2,2568,0.18533017952871444,104213
4,2749,0.07896916219082861,105386
2,3436,0.2395101699095381,118311
5,2963,0.7945782787001903,184087
2,1717,0.03467026672648332,80637
4,3974,0.5828068350834896,168020
1,3041,0.9954375161913099,184953
5,4037,0.8556960938375394,200939
1,3718,0.5214456890435895,144324
1,889,0.06364090928664234,70254
1,2509,0.8313735143857098,163227
3,2969,0.5989785081772105,154587
3,942,0.11493299705956683,85913
1,3841,0.0938572848233562,102795
5,905,0.9096268194365924,175012
4,1686,0.6692002629380784,153780
4,1227,0.8292867993167555,165198
2,2128,0.8789789002822673,169177
5,2695,0.5717723520483222,159127
3,2794,0.5174463517550413,144684
1,1116,0.4304274103209902,109202
2,2786,0.3169465877911193,119554
4,1434,0.43459596085871177,127799
3,2725,0.7738796557301564,169637
3,2856,0.6019234310151316,153752
1,3621,0.8925232899548461,180462
4,3944,0.4433800143791877,153778
5,4230,0.607089578718754,178008
3,3070,0.6313075530919887,158830
1,2239,0.5916971623063255,136559
5,1352,0.7026337730855163,158783
4,4241,0.23743346837480628,136153
3,1515,0.5123637775457907,131386
5,2087,0.10422480280834767,106292
5,2513,0.38451132764481255,138581
5,2683,0.4876670686212644,150596
3,4189,0.6522242595454725,172112
3,1907,0.9505310525862035,179123
2,2141,0.6006510665483559,141475
4,910,0.7435939161765598,153459
1,1050,0.5062660594952028,116126
5,3230,0.6341040313763313,170710
2,2854,0.07093221613377343,95633
1,1258,0.254391580841847,93019
2,1907,0.3618530932051387,115255
3,1007,0.47249335500651357,122319
5,1699,0.045648745502383736,96554
1,4261,0.14002409755331768,111612
1,4185,0.2768143077913058,124531
1,821,0.9715326909010507,160363
1,1209,0.33134700710305076,100224
1,1694,0.48204105811208253,120144
2,1314,0.19609771273839294,92749
5,3998,0.6107800710757683,176058
3,1608,0.2806832155159743,109148
3,1673,0.20699257843842678,102429
3,813,0.5165726284459791,124787
3,1770,0.005505799160420821,83250
2,3825,0.0076640326492253275,99016
4,3861,0.21906880910185778,130516
5,3883,0.03672136250082114,117502
1,2934,0.10802575413069138,95142
4,4395,0.3388606493387516,147836
3,3756,0.8025856795798129,182818
4,2360,0.5720486433693008,150804
5,2124,0.5126677259564164,147506
1,2066,0.29348882320812164,105008
1,2969,0.9317537194328164,177865
5,4018,0.39701504123719167,154881
5,4438,0.08709276679577149,128089
3,1549,0.6170665161178013,142196
1,4227,0.11383839347660141,108653
4,1484,0.3452231428016921,119362
2,2727,0.5074119387178089,138011
2,3156,0.8742225246851758,178982
5,1494,0.49354658034011867,139294
3,3135,0.7022587660316643,166575
2,1106,0.9928168389990704,170341
1,4465,0.13148911989798162,112798
5,2789,0.2747315255195195,130363
4,3761,0.3945760755976464,147067
5,1461,0.42182817853883137,131792
4,1348,0.41102107526554577,124582
5,4223,0.9076110025565549,207991
5,1111,0.7140326444668564,157513
5,3720,0.6079052140907037,172990
4,1882,0.3093727178627821,119757
4,3771,0.8237903842212947,190089
5,2537,0.9550605114849889,195876
2,1554,0.8211982825502265,157659
3,834,0.0015651051914729042,73496
3,1244,0.636401370183407,141080
3,2940,0.051135381442100725,99513
4,2782,0.25760722033372185,123580
4,2030,0.059524700347771686,96252
2,1152,0.6037954529493877,131899
3,1702,0.6865899134926068,150678
3,2155,0.11448763806590512,97998
5,3709,0.3838388830449795,150473
4,2548,0.456236508955542,141103
3,958,0.3690530217609166,111485
2,2777,0.12102500048519305,99872
2,1756,0.4189477901874754,119454
3,2871,0.7511780478084181,168827
4,1203,0.07100766453325547,89130
2,3652,0.08018001408190345,104538
5,1315,0.3547712918359842,123627
2,3579,0.941725711618925,189962
1,2187,0.668572646722914,143727
1,4253,0.6786699566725648,165396
4,3379,0.36191999083786497,139981
3,1755,0.5936607912085384,141916
